NAME20,total_buildings,buildings_w_height_measurement,mean_height,median_height,sd_height,min_height,max_height
"Detroit Lakes, MN",6855,5926,4.588689891019867,4.460821628570557,1.2413992916971828,2.503105401992798,23.047740936279297
"Detroit, MI",188,136,4.621549150523017,4.3814942836761475,1.7864169728199233,2.5115768909454346,16.125770568847656
"Devils Lake, ND",3763,3070,4.144326338317573,3.977960348129273,1.120826222654934,2.5004358291625977,18.896390914916992
"Dexter, MI",2091,2087,5.214407406065472,5.330031394958496,1.3045904969302962,0.2453610748052597,19.6544132232666
"Dexter, MO",5434,4648,4.074598079704376,3.836926221847534,1.1693478592423772,2.500323534011841,23.424684524536133
"Dickinson, ND",10672,7693,4.024743536118954,3.874681234359741,1.2061054751763827,2.500155448913574,31.013525009155273
"Dickson, TN",7092,5650,4.4255224500082235,4.216767072677612,1.21627584907939,2.506966352462769,21.860942840576172
"Dillon, MT",2395,1781,4.439199053123384,4.258645534515381,1.0013837713447105,3.001461982727051,11.511942863464355
"Dixon, CA",6912,6048,4.491174205073288,4.4800190925598145,0.9231241345302033,2.5009703636169434,12.378894805908203
"Dixon, IL",7948,6968,4.570505012703544,4.342998504638672,1.4407490142142105,2.5005064010620117,22.981952667236328
"Dodge City, KS",10464,8808,4.192480054040263,4.097203493118286,1.023294522739395,2.5000834465026855,23.50011825561523
"Dodgeville, WI",2300,1839,4.086964810134407,3.9298129081726074,1.1305898737449531,2.5044562816619873,16.5501651763916
"Donaldsonville, LA",6704,6659,3.2329827313712656,2.954782247543335,2.1277716629799506,0.005467468407005072,37.684818267822266
"Dos Palos, CA",2749,2346,3.987273780891048,3.8977009057998657,0.7670267960376392,2.5022530555725098,9.47776222229004
"Douglas, AZ",6286,2050,3.935202064746764,3.636755347251892,1.5144310336437328,3,21.396060943603516
"Douglas, MI",2622,2621,4.397277208035886,4.2834625244140625,1.7702284644677386,0.13489332795143127,17.622346878051758
"Douglas, WY",3182,2268,4.303144088708114,4.096912622451782,1.0577212712126103,3.0009074211120605,15.470256805419922
"Dover--Rochester, NH--ME",25404,22871,5.00570609093046,4.907277584075928,1.3847772078483807,2.500579833984375,22.418283462524418
"Du Quoin, IL",3816,3241,4.245033951241159,3.901639223098755,1.4308147459601763,2.5015299320220947,15.354166984558104
"DuBois, PA",5881,4253,4.284660933972414,4.093321323394775,1.0106706320469694,3,12.341961860656738
"Dubuque, IA--IL",29952,24096,4.35193804038038,4.095202684402466,1.4552484321996895,2.5001204013824463,28.535545349121097
"Duluth, MN--WI",60879,50731,4.424478709179586,4.2369608879089355,1.4412444945342764,2.5000603199005127,34.78372573852539
"Dumas, AR",2202,1748,4.417327946601798,4.002118349075317,1.6762727981778816,2.502298593521118,16.76145362854004
"Duncan, OK",11895,9731,3.6426592524648753,3.40209436416626,0.9837493322365516,2.500617504119873,14.937331199645996
"Dundee, MI",136,100,4.8934490323066715,5.0128560066223145,1.277939130808494,2.5037708282470703,10.431100845336914
"Dunkirk--Fredonia, NY",10626,8759,4.170432344829265,4.032533168792725,1.122333780152804,2.500338077545166,16.32878875732422
"Durand, MI",2699,2680,4.0903491502961336,3.9878666400909424,1.4397722266771478,0.116750530898571,13.198583602905272
"Durango, CO",7127,6419,4.37183292009764,4.236971378326416,1.1093043290616762,2.500068187713623,13.541650772094728
"Durant, OK",8459,7828,4.248687369770737,4.197396993637085,1.4900097165848014,2.9316917061805725e-4,24.8541316986084
"Durham, NH",1458,1327,6.036000935404302,5.781437397003174,1.7851897999556434,2.5169997215270996,18.415639877319336
"Dyersburg, TN",7885,7115,4.457718881786666,4.1879072189331055,1.4613065178240316,2.500972032546997,26.383153915405273
