total_buildings,buildings_w_height_measurement,percent_buildings_with_height,min_height,quantile_0.05,mean_height,quantile_0.95,quantile_0.99,max_height,city
2815,2235,0.7939609236234458,2.5003154277801514,2.6564496994018554,3.6589611586841695,5.230501747131346,7.217846984863267,32.112693786621094,"Anadarko, OK_buildings"
2479,1981,0.7991125453812021,2.501380205154419,2.7064685821533203,4.11998238447999,6.068604469299316,7.761684322357185,12.207411766052246,"Anamosa, IA_buildings"
8526,7516,0.881538822425522,3,3.379693031311035,4.9762803273926774,6.670723557472229,8.038020229339612,14.490076065063477,"Anchorage Northeast, AK_buildings"
64205,54169,0.8436881862783272,3,3.374576139450073,5.048135922771081,7.017589092254639,10.001501731872557,29.82404327392578,"Anchorage, AK_buildings"
3860,2851,0.7386010362694301,3,3.15488600730896,4.808639864802821,8.231798648834229,11.332226276397705,16.749635696411133,"Andalusia, AL_buildings"
49640,43308,0.8724415793714746,2.5004775524139404,2.931856405735016,5.097032986602658,8.840617799758911,13.478886785507205,23.808988571166992,"Anderson--Clemson, SC_buildings"
41252,33938,0.8226995054785222,2.5,2.716191184520721,4.070723169630717,6.141803979873657,8.139087629318237,25.378952026367188,"Anderson, IN_buildings"
7475,3736,0.4997993311036789,3.000379800796509,3.071748673915863,3.933194185924224,5.486036539077759,6.461377811431888,13.124743461608888,"Andrews, TX_buildings"
7679,3212,0.41828363068107827,2.5033464431762695,3.0119173884391786,3.9680639379941955,5.745027399063108,7.699481911659233,20.54991340637207,"Angleton, TX_buildings"
7378,6283,0.851585795608566,2.5005292892456055,2.8685134649276733,4.545090928457923,6.641879272460932,8.053966827392584,15.669448852539063,"Angola, IN_buildings"
99616,99323,0.9970587054288468,2.606202906463295e-4,2.178658127784729,4.917584477495618,7.830068778991698,10.287276039123533,36.12925720214844,"Ann Arbor, MI_buildings"
3340,2765,0.8278443113772455,2.5012283325195313,2.724699115753174,4.171061701196874,6.376710414886474,7.841746540069581,17.10503578186035,"Anna, IL_buildings"
38756,30292,0.7816080090824646,2.500084161758423,2.7485950708389284,4.5121695233764,7.502448511123655,11.326769380569456,22.376842498779297,"Anniston--Oxford, AL_buildings"
5229,4385,0.8385924650984892,2.505795955657959,2.706334972381592,4.089396214131755,5.896484088897706,7.666123771667478,28.068511962890625,"Antigo, WI_buildings"
102908,86846,0.8439188401290473,2.5001368522644043,2.898312747478485,4.6709898468609286,6.223317861557007,7.475619268417367,31.94559097290039,"Antioch, CA_buildings"
99121,98376,0.9924839337779078,4.719429853139445e-5,1.976042002439499,3.9554013117917335,6.030478239059448,7.641428709030151,27.70836067199707,"Appleton, WI_buildings"
4071,3536,0.8685826578236305,2.502047061920166,2.8319392800331116,4.610254947820939,7.163741946220398,9.823118162155158,15.655179977416992,"Arab, AL_buildings"
14636,14490,0.9900245968843946,5.665722419507802e-4,1.0002224624156952,3.996356487257282,6.610446238517762,10.50003524780274,20.52712059020996,"Aransas Pass--Port Aransas--Ingleside, TX_buildings"
7599,3623,0.47677325963942624,3,3.0779313087463382,4.196167052861508,6.191566658020016,7.964446754455555,25.526033401489254,"Arcadia, FL_buildings"
6657,5841,0.8774222622803064,2.5012946128845215,2.9226603507995605,4.4355415410935075,6.003140926361084,7.744929122924805,22.50533103942871,"Arcata, CA_buildings"
12107,10351,0.8549599405302717,2.50046443939209,2.679040551185608,4.113916066220136,6.867584466934204,10.345388412475586,24.25848388671875,"Ardmore, OK_buildings"
4743,3822,0.8058191018342821,2.500305652618408,2.7360591173172,3.726256763604472,4.944959211349487,5.561117377281189,10.833487510681152,"Arizona City, AZ_buildings"
3496,3138,0.8975972540045767,2.5072107315063477,2.811288523674011,4.8669282392455635,8.87408413887024,11.611505651474,19.310562133789063,"Arkadelphia, AR_buildings"
6665,5520,0.8282070517629407,2.502023935317993,2.9274321556091305,4.371028249289679,6.53756811618805,8.345320930480963,14.072830200195313,"Arkansas City, KS_buildings"
3657,3571,0.976483456385015,1.778410078259185e-4,0.1476685032248497,3.804633348862879,5.892117977142334,8.861760711669925,25.60057830810547,"Arlington, TN_buildings"
23147,20286,0.8763986693740009,2.500189304351806,2.785713851451874,4.223400215948402,5.854603171348572,6.840975499153142,14.973641395568848,"Arroyo Grande--Grover Beach--Pismo Beach, CA_buildings"
7647,7617,0.9960768928991761,0.003121748100966215,1,3.384470248267566,5.547727394104004,9.329911994934085,21.81938934326172,"Artesia, NM_buildings"
4982,4922,0.9879566439181052,2.561475266702473e-4,1.1806190013885498,3.6927767976406116,5.310263085365295,6.8735172128677355,17.482168197631836,"Arvin, CA_buildings"
11247,8215,0.7304170000889126,3,3.141138982772827,4.448044713531698,6.318641328811641,9.171929893493644,16.909564971923828,"Asbury Lake--Middleburg, FL_buildings"
2401,2387,0.9941690962099126,0.006588579621165991,1.0816138863563538,3.425877827129342,5.9456627368927,8.146880474090574,21.089900970458984,"Ashburn, GA_buildings"
15939,13943,0.8747725704247443,2.5003161430358887,2.947555422782898,4.81811995635559,7.369219589233399,9.55107578277588,23.18404197692871,"Asheboro, NC_buildings"
127862,108467,0.8483130249800567,2.50012731552124,2.8399652004241944,5.068358564312647,8.94346694946289,13.353325214385979,31.087392807006836,"Asheville, NC_buildings"
9193,7464,0.811922114652453,2.501044750213623,2.696625101566315,4.139586091520702,6.186821889877316,7.9766201448440555,18.957706451416016,"Ashland, OH_buildings"
1732,1106,0.6385681293302541,3.003783941268921,3.196343779563904,4.706797175338428,6.869038462638855,9.32470831871035,12.54582977294922,"Ashland, PA_buildings"
4605,3894,0.8456026058631921,2.503091096878052,2.8508693099021913,4.322950635558835,6.07783350944519,7.286116275787356,13.536855697631836,"Ashland, WI_buildings"
14077,9560,0.6791219720110819,2.6474592685699463,3.117286670207977,4.584238251981376,7.842267775535584,11.510250797271716,25.932966232299805,"Ashtabula, OH_buildings"
