NAME20,INTPTLAT20,INTPTLON20,Area
"Valparaiso--Shorewood Forest, IN","+41.4775157","-087.0616155",89421067.278999999165535
"Fontana-on-Geneva Lake, WI","+42.5671667","-088.5475833",35431702.583999998867512
"St. Helen, MI","+44.3613721","-084.4163709",9078982.799000000581145
"Mattawan, MI","+42.2264292","-085.7900889",16595853.153000000864267
"Edna, TX","+28.9742858","-096.6505439",9569310.380000000819564
"Danville, IL","+40.1307026","-087.6293203",74217318.216999992728233
"Fond du Lac, WI","+43.7798755","-088.4453124",64757421.468999996781349
"Middlebury, VT","+44.0113838","-073.1633758",11602128.578999999910593
"Menomonie, WI","+44.8872235","-091.9090545",31659527.701000001281500
"Eau Claire, WI","+44.8496005","-091.4599127",172096956.166000008583069
"Mascoutah, IL","+38.4980768","-089.8043842",8456906.051999999210238
"Paw Paw Lake, MI","+42.1970731","-086.2804745",21520262.655999999493361
"Montauk, NY","+41.0472561","-071.9452992",16046115.994999999180436
"Boerne, TX","+29.7793023","-098.7187112",24967650.151000004261732
"Oneida, NY","+43.0836136","-075.6371691",16483655.482999999076128
"Oklahoma City, OK","+35.4968689","-097.5355708",1112167525.947000026702881
"Gun Barrel City, TX","+32.2724615","-096.1146768",47733178.529000006616116
"Rome, NY","+43.2327725","-075.4355182",44936001.891999997198582
"Chickasha, OK","+35.0332059","-097.9489497",25374769.223999999463558
"Utica, NY","+43.0898480","-075.2659335",135290878.044999986886978
"Forsyth, MO","+36.7104061","-093.1752581",17132541.907999999821186
"Fayetteville--Springdale--Rogers, AR--MO","+36.2626668","-094.1843228",519787216.407000005245209
"Corsicana, TX","+32.0899887","-096.4700252",40548875.567000001668930
"Augusta, ME","+44.3238561","-069.8075160",58613081.896999999880791
"Litchfield, MN","+45.1268320","-094.5224086",10146938.475999999791384
"Bay City, TX","+28.9851259","-095.9512116",27014155.078000001609325
"Leitchfield, KY","+37.4844121","-086.2833855",14164312.900000000372529
"Kaplan, LA","+30.0054104","-092.2837878",6554929.082999999634922
"Westville, IN","+41.5429773","-086.9008975",5449886.998999999836087
"Bellefontaine, OH","+40.3593867","-083.7531112",16085094.815999999642372
"Canton, MS","+32.5385494","-090.1280759",65409041.130999997258186
"Columbus, NE","+41.4360487","-097.3450628",35478795.273999996483326
"Russells Point, OH","+40.5103677","-083.9152192",16270578.195000000298023
"Otsego--Plainwell, MI","+42.4521084","-085.6671453",22791473.105999998748302
"Douglas, MI","+42.6532307","-086.1968772",12362591.407999999821186
"Longview, TX","+32.5060786","-094.7592575",234680069.659000009298325
"Catskill, NY","+42.2128254","-073.8696118",16859655.903000000864267
"El Reno, OK","+35.5208584","-097.9564892",22584459.491999998688698
"Mount Pleasant, TX","+33.1672055","-094.9763378",33835823.280000001192093
"Ponca City, OK","+36.7177604","-097.0696584",47337224.056000001728535
"East Stroudsburg--Stroudsburg, PA","+41.0108177","-075.2348416",101662638.226999998092651
"Port Jervis, NY--PA","+41.3822465","-074.7035425",20272620.589999999850988
"Gilmer, TX","+32.7302517","-094.9469677",10627231.709000000730157
"Saratoga Springs, NY","+43.0896304","-073.7661699",144499372.537999987602234
"Glens Falls, NY","+43.3422435","-073.6601130",141503361.587000012397766
"Cortland, NY","+42.6002833","-076.1914013",26910854.458000000566244
"Binghamton, NY","+42.1085203","-075.9642314",188537401.726999998092651
"Mineola, TX","+32.6727266","-095.4906570",14800715.964999999850988
"Greenfield, OH","+39.3502941","-083.3907359",4409822.683000000193715
"Beebe, AR","+35.0704101","-091.8925101",11586695.323999999091029
"Rochelle, IL","+41.9197811","-089.0675165",24829590.313000001013279
"Byron, IL","+42.1299333","-089.2614801",9279273.393999999389052
"Bolivar, MO","+37.6060267","-093.4147046",15343668.684000000357628
"Center, TX","+31.7904052","-094.1752344",17584161.418999999761581
"Helena-West Helena, AR","+34.5419744","-090.6333905",15827665.788000000640750
"Hudson, WI--MN","+44.9676758","-092.7391738",37337513.776000000536442
"Montrose, MN","+45.0759849","-093.9200191",9082061.932000000029802
"Breaux Bridge, LA","+30.2891698","-091.8743490",55873734.487999998033047
"Osage Beach, MO","+38.1320460","-092.6699255",36070271.678000003099442
"Palmyra, NY","+43.0578082","-077.2358190",6267931.622999999672174
"Lindale--Hideaway, TX","+32.4656947","-095.4101692",33195488.870999999344349
"Bartlesville, OK","+36.7492696","-095.9438636",51201865.307999998331070
"Tyler, TX","+32.3164868","-095.3131255",213365194.141000002622604
"Athens, TX","+32.1981326","-095.8499657",24203428.524000000208616
"Liberty, NY","+41.7967074","-074.7533782",7948305.252000000327826
"Sinton, TX","+28.0339679","-097.5071569",6005416.279000000096858
"Ashland, OH","+40.8658652","-082.3183393",25608683.789999999105930
"Morris, MN","+45.5852786","-095.9077800",8709385.584000000730157
"Hastings, NE","+40.5939445","-098.3841334",33575960.538000002503395
"Greenwood, MS","+33.5155050","-090.1759146",27725639.339999999850988
"Stewartville, MN","+43.8600939","-092.4878897",7030263.658999999985099
"Hudson, NY","+42.2584778","-073.7615739",16764909.473999999463558
"Wahoo, NE","+41.2124195","-096.6205572",5779670.491000000387430
"Shawano, WI","+44.7778938","-088.5860189",28796547.465999998152256
"Kimberling City, MO","+36.6341630","-093.4332692",24217785.590999998152256
"Malone, NY","+44.8522394","-074.2919014",9110079.281999999657273
"Monticello, NY","+41.6532108","-074.6766476",27117463.234999999403954
"College Station--Bryan, TX","+30.6238125","-096.3342046",211578134.143999993801117
"Lynchburg, VA","+37.3899992","-079.2013300",239122241.043000012636185
"Durant, OK","+33.9924682","-096.3980152",31144086.247999999672174
"Ardmore, OK","+34.1776877","-097.1373805",39257651.814999997615814
"Brenham, TX","+30.1640083","-096.3988153",26663442.122000001370907
"Navasota, TX","+30.3818241","-096.0864765",18385654.074000000953674
"Holdenville, OK","+35.0833042","-096.3947661",6501685.684000000357628
"Lake Conroe Westshore, TX","+30.3792641","-095.6298802",56170161.822999998927116
"Crockett, TX","+31.3135234","-095.4537117",16989953.618999999016523
"Ada, OK","+34.7750528","-096.6737958",36939725.909000001847744
"Livingston, TX","+30.7143348","-094.9369241",17881461.576000001281500
"Wheeling, WV--OH","+40.0560615","-080.7253551",99921490.118000000715256
"Buffalo, MN","+45.1838117","-093.8543998",24320868.894000001251698
"Keene, NH","+42.9389116","-072.2881290",38072615.271999999880791
"Cold Spring, MN","+45.4524420","-094.4192738",8316490.645999999716878
"Union, MO","+38.4551023","-091.0098339",19440356.986999999731779
"Zimmerman, MN","+45.4441991","-093.5963294",10418243.616999998688698
"Sauk Centre, MN","+45.7423787","-094.9412847",12870828.480000000447035
"St. Clair, MO","+38.3440902","-090.9846440",10475808.298000000417233
"Washington, MO","+38.5476913","-091.0133292",20478395.438999999314547
"Watertown, SD","+44.9009216","-097.1134602",32081866.372000001370907
"Mount Horeb, WI","+43.0072627","-089.7307710",7731689.571000000461936
"Harrisonville, MO","+38.6485411","-094.3505363",17789965.982000000774860
"Oregon, WI","+42.9231903","-089.3876812",11720168.857000000774860
"Ashland, WI","+46.5872605","-090.8779254",10938722.388000000268221
"Madison, WI","+43.0419689","-089.4922081",391041784.690999925136566
"Platteville, WI","+42.7349764","-090.4750823",11473573.283999999985099
"Jewett City, CT","+41.6125041","-071.9722008",7328494.620000000111759
"Smithville, MO","+39.3968687","-094.5709873",17920089.390999998897314
"Grissom AFB, IN","+40.6571281","-086.1454254",11158704.232999999076128
"Whiteman AFB--Knob Noster, MO","+38.7331160","-093.5531578",18934502.909000001847744
"Louisville/Jefferson County, KY--IN","+38.2226166","-085.6873443",1058544841.031999945640564
"Athens, OH","+39.3322660","-082.1048731",24855599.881000000983477
"Middleport, OH--WV","+38.9749034","-081.9366311",15725495.419999999925494
"New Martinsville, WV--OH","+39.6456149","-080.8639423",10148337.782000001519918
"Charleston, WV","+38.3550314","-081.6657381",261430595.553000003099442
"Parkersburg, WV--OH","+39.2672946","-081.5608765",107810918.039000019431114
"Broadway--Timberville, VA","+38.6158446","-078.7895719",9393926.176999999210238
"Pleasant Hill, MO","+38.7995425","-094.2610430",12533910.279999997466803
"Winona, MN","+44.0499895","-091.6733570",35610701.815999999642372
"Syracuse, NY","+43.0947083","-076.1544195",482434022.148999989032745
"Fergus Falls, MN","+46.2886492","-096.0771174",21341259.901000004261732
"Cameron, TX","+30.8589844","-096.9769085",9070932.128000000491738
"Rockdale, TX","+30.6542043","-097.0124985",8550751.085999999195337
"Sparta, WI","+43.9397210","-090.8114753",13478382.545000001788139
"Baraboo, WI","+43.4685404","-089.7487664",17732088.853999998420477
"Wausau, WI","+44.9013083","-089.6335054",134905733.476999998092651
"Rhinelander, WI","+45.6442175","-089.4191085",28930649.557999998331070
"Richland Center, WI","+43.3386867","-090.3847012",7532770.334999999962747
"Viroqua, WI","+43.5584336","-090.8906948",5171913.358000000007451
"Canton, NY","+44.5969425","-075.1678413",5981869.258999999612570
"Kerrville, TX","+30.0600599","-099.1474090",56953912.634000003337860
"West Plains, MO","+36.7376150","-091.8702299",26560520.287999998778105
"Mountain Home, AR","+36.3375692","-092.3875290",41819285.744999989867210
"Potsdam, NY","+44.6708309","-074.9834628",7830831.353000000119209
"Ithaca, NY","+42.4588739","-076.4924159",64151129.189000003039837
"Staunton--Waynesboro, VA","+38.0784181","-078.9113564",101842930.187999993562698
"Nacogdoches, TX","+31.6082836","-094.6532993",64959814.925999999046326
"Reedsburg, WI","+43.5354027","-089.9933045",14860615.610999999567866
"Thief River Falls, MN","+48.1135339","-096.1743410",14005662.767000000923872
"Camden, AR","+33.5857065","-092.8567410",28620585.403999999165535
"De Queen, AR","+34.0453687","-094.3447458",12513633.964999999850988
"Erie, PA","+42.0888667","-080.1126924",190541077.370999991893768
"Belle Plaine, MN","+44.6180655","-093.7597058",9201816.928999999538064
"Ashville, OH","+39.7141592","-082.9744959",9860525.189999999478459
"Waverly, OH","+39.1237541","-082.9998340",11908765.958000000566244
"Clinton, MO","+38.3698247","-093.7665595",15860492.732999999076128
"Lawton, OK","+34.6196668","-098.4251349",121442737.972000002861023
"Farmington, MO","+37.8539213","-090.5124604",46860833.358999997377396
"Newton, NJ","+41.0416791","-074.7337610",21566626.136999998241663
"Danville, VA--NC","+36.5987519","-079.4141098",95492051.935000002384186
"Albany--Schenectady, NY","+42.7429654","-073.7993237",716746869.878999948501587
"North East, PA","+42.2176899","-079.8327027",9089130.285000000149012
"Springfield, OH","+39.9393486","-083.8036377",116935973.452000007033348
"Canton, OH","+40.8440537","-081.4237296",469940739.949999988079071
"Meadville, PA","+41.6429407","-080.1546932",40835503.351999998092651
"Kinross, MI","+46.2546848","-084.4634803",8289899.032999999821186
"Freeport, IL","+42.2901727","-089.6348878",27592634.197000000625849
"Blacksburg--Christiansburg, VA","+37.1853247","-080.4132199",88140543.917999982833862
"Genoa, IL","+42.0923756","-088.6984354",5816542.186999999918044
"Tuscola, IL","+39.8008882","-088.2798163",7847072.166000000201166
"Newton, KS","+38.0421783","-097.3504862",29669139.074000000953674
"Charlotte, MI","+42.5812653","-084.8082196",22300171.081000000238419
"Carroll, IA","+42.0682197","-094.8654046",12863994.707000000402331
"Washington, IA","+41.2997919","-091.6908734",8551197.291999999433756
"Houghton--Hancock, MI","+47.1193881","-088.5772219",21194851.592999998480082
"Alma--St. Louis, MI","+43.3906740","-084.6414988",23952416.394000001251698
"Hillsdale, MI","+41.9277782","-084.6206946",17566416.453999999910593
"Wellington, KS","+37.2726822","-097.3920913",11557650.578999999910593
"Ionia, MI","+42.9786623","-085.0731879",12730945.623999999836087
"Williamston, MI","+42.6879641","-084.2795030",8420143.247999999672174
"Covington, TN","+35.5692253","-089.6478453",15533531.607000000774860
"Independence, KS","+37.2321178","-095.7177792",11923926.657999997958541
"Chanute, KS","+37.6742028","-095.4622137",15046136.833000000566244
"Paxton, IL","+40.4578355","-088.0945077",5508610.123999999836087
"Rumford, ME","+44.5567886","-070.5414739",8332829.165000000037253
"Portland, ME","+43.6249009","-070.3311289",337608557.626999974250793
"Dover--Rochester, NH--ME","+43.2587391","-070.9186668",138178483.877999991178513
"Alexandria, MN","+45.8918626","-095.3788325",77391301.334000006318092
"Portsmouth, NH--ME","+43.0279002","-070.8455833",313905379.943000018596649
"Provincetown, MA","+42.0728562","-070.1790682",32298239.739999998360872
"Paris, KY","+38.2055438","-084.2614633",14644323.112999999895692
"New Ulm, MN","+44.3126873","-094.4674727",15069130.524000000208616
"Atlantic, IA","+41.3977778","-095.0096375",11747316.472999999299645
"Willimantic, CT","+41.7191021","-072.1975504",34264576.934000000357628
"Clinton, OK","+35.5062912","-098.9767620",11247235.811000000685453
"Morehead City--Emerald Isle--Atlantic Beach, NC","+34.7290903","-076.8622005",124954454.006999999284744
"Oshkosh, WI","+44.0260838","-088.5701945",89129306.503999993205070
"Iowa City, IA","+41.6828316","-091.5706920",133162837.956000000238419
"Parsons, KS","+37.3417034","-095.2698458",16270285.789999999105930
"Norwich--New London, CT","+41.4113864","-072.0980877",333057640.069000005722046
"Marion, OH","+40.5864529","-083.1193322",47874757.336000002920628
"Kingsville, TX","+27.5087997","-097.8520968",32862768.150999996811152
"El Dorado, AR","+33.2115025","-092.6630282",52478287.359999999403954
"Siloam Springs, AR--OK","+36.1876140","-094.5338796",24827005.728999994695187
"Torrington, CT","+41.8239544","-073.0967390",58037510.668999999761581
"Danbury, CT--NY","+41.4496535","-073.4232583",322469820.156000018119812
"Scranton, PA","+41.3059416","-075.8035130",428719595.041000008583069
"Marseilles, IL","+41.3347127","-088.7044842",6193163.865000000223517
"Salem, IL","+38.6257591","-088.9548021",12850938.032999999821186
"Waco, TX","+31.5415622","-097.1640133",234081049.246000021696091
"Chicago, IL--IN","+41.8304099","-087.9086694",6156311900.555000305175781
"Plymouth, IN","+41.3418072","-086.3158816",25431812.243000000715256
"Marlin, TX","+31.3080407","-096.8909218",10740065.564999999478459
"Boston, MA--NH","+42.3789986","-071.1423438",4474416491.871000289916992
"Enid, OK","+36.3985602","-097.8932177",76408858.285999983549118
"Waconia, MN","+44.8419875","-093.7931948",12303056.846999999135733
"Humboldt, TN","+35.8277160","-088.9080097",13705612.050000000745058
"Sioux Falls, SD","+43.5344070","-096.7356265",176951473.083000034093857
"Shelbyville, IN","+39.5248003","-085.7732429",25293578.434000000357628
"Williamsport, PA","+41.2498870","-076.9921440",74996944.834000006318092
"De Soto, MO","+38.1373371","-090.5538472",11758062.054999999701977
"Higginsville, MO","+39.0745499","-093.7249284",5503738.665999999269843
"Lafayette, IN","+40.4177448","-086.8801273",180411144.872999995946884
"Syracuse, IN","+41.4027513","-085.6886520",32715495.646999999880791
"Lincoln, IL","+40.1507069","-089.3737729",20991892.620999995619059
"Hopkinsville, KY","+36.8509086","-087.4882117",59395746.447999998927116
"Eudora, KS","+38.9323783","-095.0968475",6895101.207999999634922
"Warsaw, IN","+41.2476985","-085.8364909",66635391.538000002503395
"Winchester, KY","+37.9955484","-084.1931024",37493211.023000001907349
"Houston, TX","+29.7730212","-095.4003948",4606031788.277000427246094
"Palestine, TX","+31.7517795","-095.6399815",39528716.574000000953674
"Towanda, PA","+41.7692736","-076.4173534",7646596.440000000409782
"Pittsburgh, PA","+40.4593201","-079.9601642",2391172399.197000026702881
"Odessa, MO","+38.9971000","-093.9604239",7338315.342000000178814
"Troy, MO","+38.9620356","-090.9627315",23305158.839000001549721
"Youngstown, OH","+41.1363996","-080.7058037",511610448.402000010013580
"Kilgore, TX","+32.4024065","-094.8793710",56421771.468000002205372
"Stuttgart, AR","+34.4944310","-091.5496974",15203979.698999999091029
"Franklin, NH","+43.4438040","-071.6475885",11481647.346000000834465
"Fairfield, IA","+41.0058949","-091.9674528",14061339.658999999985099
"Weatherford, TX","+32.7463207","-097.7220312",100377696.402999997138977
"Mount Vernon, IA","+41.9246696","-091.4091303",8711815.269999999552965
"Cedar Rapids, IA","+41.9895460","-091.6664295",225274855.365999996662140
"Sheldon, IA","+43.1817405","-095.8466090",7302638.673999999649823
"Pana, IL","+39.3844771","-089.0660352",9474805.853000000119209
"Taylorville, IL","+39.5459956","-089.2872698",14381927.344000000506639
"Benton, LA","+32.6726270","-093.7254602",11609228.867000000551343
"Irvine, KY","+37.6894383","-083.9502918",7182932.889000000432134
"Nevada, IA","+42.0159538","-093.4526236",9569347.517000000923872
"Ames, IA","+42.0246098","-093.6291237",58118102.126000002026558
"Hazleton, PA","+40.9653948","-075.9990345",49319073.305999994277954
"Ruston, LA","+32.5348539","-092.6431855",63450424.542999997735023
"Houghton Lake, MI","+44.3006233","-084.6916125",29082230.535999998450279
"Warren, AR","+33.6109391","-092.0695339",16548419.744999999180436
"New York--Jersey City--Newark, NY--NJ","+40.7121519","-073.9501839",8960842618.794000625610352
"Plattsburgh, NY","+44.6884107","-073.4697654",63010704.247000001370907
"Lexington, VA","+37.7921330","-079.4309715",13805587.245999997481704
"Mansfield, OH","+40.7592454","-082.5273344",123742587.739999994635582
"Bellevue, OH","+41.2770741","-082.8445801",11759195.210999997332692
"Shelby, OH","+40.8824405","-082.6613279",13133472.921999998390675
"Grinnell, IA","+41.7427903","-092.7249354",11332418.326999999582767
"Harlan, IA","+41.6505831","-095.3260295",6729755.095999999903142
"Lock Haven, PA","+41.1266853","-077.4545398",21305704.047999996691942
"Providence, RI--MA","+41.8016313","-071.3780003",1495851240.427999973297119
"Jasper, TX","+30.9194945","-093.9987738",22125023.120000001043081
"Jefferson City, MO","+38.5690859","-092.2248080",89489636.292999997735023
"Nashua, NH--MA","+42.8280847","-071.5005451",515829385.814999997615814
"Arkadelphia, AR","+34.1262486","-093.0689452",16052723.435000000521541
"Columbus, WI","+43.3437539","-089.0282689",10657044.635999999940395
"Heber Springs, AR","+35.5008467","-092.0488888",20177265.070999998599291
"Chelsea, MI","+42.3113924","-084.0194160",9320953.108999999240041
"Wahpeton, ND--MN","+46.2699053","-096.6022050",18493074.004000000655651
"Lorain--Elyria, OH","+41.4158403","-082.1466539",236983093.581000000238419
"Kenosha, WI","+42.5711391","-087.8735031",146121981.632999986410141
"Norwalk, OH","+41.2530423","-082.6091006",25690980.087999999523163
"Racine, WI","+42.7381829","-087.8328396",136726104.814000010490417
"Ennis, TX","+32.3281894","-096.6317522",33065535.681000001728535
"Columbus, OH","+40.0204692","-082.9708034",1357217765.685999870300293
"Red Oak, IA","+41.0151158","-095.2246645",7452401.736999999731779
"Springfield, IL","+39.7876885","-089.6489661",212294847.849000006914139
"Le Mars, IA","+42.7839911","-096.1711853",14161826.652000000700355
"Pittsfield, MA","+42.4623848","-073.2353794",83044469.025000005960464
"Fulton, MO","+38.8508053","-091.9521879",22692774.335000000894070
"Manchester, NH","+42.9921561","-071.4743764",213763825.833000004291534
"Merrill, WI","+45.1785694","-089.7025107",21126656.903000000864267
"Beaumont, TX","+30.1107623","-094.1293162",252872664.381999999284744
"Jackson, TN","+35.6619138","-088.8228437",123757535.285999998450279
"Hannibal, MO","+39.7090986","-091.3894160",27500236.203999999910593
"Lancaster, OH","+39.7351744","-082.6049998",52127492.906000003218651
"Newark, OH","+40.0216365","-082.4498857",123098972.636000007390976
"Magnolia, AR","+33.2739389","-093.2298275",22824193.083999995142221
"Kenton, OH","+40.6461164","-083.6057606",11081415.723999999463558
"Morrilton, AR","+35.1596591","-092.7410539",14984658.248999999836087
"Bonham, TX","+33.5873177","-096.1814863",13023805.416999999433756
"Mount Pleasant, MI","+43.5944779","-084.7600535",38701937.373999997973442
"Glencoe, MN","+44.7695661","-094.1510270",8288993.303999999538064
"Abilene, KS","+38.9210604","-097.2207543",9428699.780999999493361
"Paris, TX","+33.6641672","-095.5327121",45556457.239000007510185
"Russellville, AR","+35.2701510","-093.1330954",50407646.450999997556210
"Paola, KS","+38.5761286","-094.8718439",8135543.151999999769032
"Terre Haute, IN","+39.4620483","-087.3763751",122311724.679000005125999
"Boonville, IN","+38.0468472","-087.2709355",7360503.612999999895692
"Schuyler, NE","+41.4487621","-097.0603370",6795659.413999999873340
"Alvarado, TX","+32.4123363","-097.2166972",8135405.588999999687076
"Pecan Plantation, TX","+32.3634016","-097.6652195",21082873.878999996930361
"Mexico, MO","+39.1673924","-091.8869137",17538251.806000001728535
"Concord, NH","+43.2642259","-071.5810638",71039144.951000005006790
"Monticello, AR","+33.6271848","-091.7935700",20223816.159000001847744
"Wayne, NE","+42.2374815","-097.0088621",8113277.924999999813735
"Galveston--Texas City, TX","+29.3646346","-094.9975890",290248294.855000019073486
"Milwaukee, WI","+43.0512232","-088.0851008",1227046876.869999885559082
"Monett, MO","+36.9205855","-093.9212709",14965653.392000000923872
"Wisconsin Rapids, WI","+44.3702031","-089.8138241",57081661.608000002801418
"Texarkana, TX--AR","+33.4406474","-094.0683545",173593112.138000011444092
"Evansville, WI","+42.7784006","-089.2986174",7260022.366999999620020
"Edgerton, WI","+42.8388558","-089.0559905",16527988.262000000104308
"Janesville, WI","+42.6922491","-089.0055361",96332064.817000001668930
"Hot Springs Village, AR","+34.6552288","-092.9514950",58291294.603000000119209
"Conway, AR","+35.0687966","-092.4474126",85878202.361000001430511
"Oil City, PA","+41.4259523","-079.6988145",22723873.162999995052814
"Paragould, AR","+36.0642221","-090.5119068",42099064.890000000596046
"Savannah, MO","+39.9387729","-094.8265918",8496757.736999999731779
"Kearney, NE","+40.7101449","-099.0684515",47403293.278999999165535
"Geneva, NY","+42.8308210","-076.9842543",44156744.504000000655651
"Bangor, ME","+44.7988654","-068.8066362",137213008.810000002384186
"Manistee, MI","+44.2282765","-086.3064401",23894024.024000000208616
"Rochester, NY","+43.1449671","-077.5771171",771672758.207000017166138
"Albion, NY","+43.2457902","-078.1935780",7626919.976999999955297
"Greensburg, IN","+39.3488803","-085.5017576",22746337.870000001043081
"Alton, IL","+38.8985282","-090.1212656",156977293.486000001430511
"St. Louis, MO--IL","+38.6363760","-090.3414179",2389820986.429999828338623
"Creston, IA","+41.0591124","-094.3635798",11698453.398000000044703
"Bolivar, TN","+35.2641757","-089.0005443",12278316.968999998643994
"Virginia Beach--Norfolk, VA","+36.9143078","-076.2910797",1445113637.865000009536743
"Greenfield, MA","+42.6082940","-072.5617145",37161824.259999997913837
"Burnet, TX","+30.7632271","-098.2272904",9303315.551000000908971
"Marshfield, MO","+37.3408708","-092.9089208",13829377.271999999880791
"Malvern, AR","+34.3684969","-092.8100844",17348414.581999998539686
"Kill Devil Hills--Nags Head, NC","+36.1032890","-075.7172995",89092853.690999984741211
"Ellenville, NY","+41.7259763","-074.3867237",8633388.369000000879169
"Batesville, AR","+35.7793936","-091.6305311",20334573.120000001043081
"Poughkeepsie--Newburgh, NY","+41.5966931","-073.9270649",552447768.325999975204468
"Kingston, NY","+41.9837136","-073.9949009",82679293.012999996542931
"Newark, NY","+43.0476737","-077.0663582",23131252.706999998539686
"Cincinnati, OH--KY","+39.1808005","-084.4605843",1970593991.730999946594238
"Caruthersville, MO","+36.1840981","-089.6656471",8419095.732999999076128
"Connersville, IN","+39.6551099","-085.1363635",19340240.980999998748302
"Skowhegan, ME","+44.7738240","-069.7180561",7599111.635999999940395
"Poplar Bluff, MO","+36.7869769","-090.4057733",40165738.244000002741814
"Ware, MA","+42.2562054","-072.2528804",8257524.769999999552965
"Springfield, MA--CT","+42.1313937","-072.5829288",539586671.587000012397766
"Luling, TX","+29.6807837","-097.6460718",7275013.032999999821186
"East Liverpool, OH--WV--PA","+40.6449724","-080.5788581",41842185.657999992370605
"St. Albans, VT","+44.8115382","-073.0844618",20602488.897999998182058
"Red Wing, MN","+44.5551064","-092.5455223",21395726.778999999165535
"Scott City, MO","+37.2210168","-089.5347188",12283527.297000002115965
"Lexington, NE","+40.7796184","-099.7449499",12238401.596000000834465
"Jasper, IN","+38.3952168","-086.9407466",30013430.293000001460314
"Bath, NY","+42.3398458","-077.3128108",7768771.917999999597669
"Horse Cave, KY","+37.1589550","-085.9293251",9610629.531999999657273
"Batesville, IN","+39.3008100","-085.2156722",14353568.745999999344349
"Cynthiana, KY","+38.3855599","-084.2952389",7883247.730999999679625
"Belfast, ME","+44.4168396","-068.9944595",9192523.884999999776483
"Brownsville, TN","+35.5953031","-089.2575878",19132119.353999994695187
"Decorah, IA","+43.3039103","-091.7827581",13571306.707000000402331
"Monticello, IL","+40.0348092","-088.5736669",10158675.396999999880791
"Springfield, MO","+37.1586499","-093.2800119",348213142.326999962329865
"Benton Harbor--Lincoln--St. Joseph, MI","+42.0522761","-086.4803807",139268117.217000007629395
"Worcester, MA--CT","+42.2312978","-071.7374261",704928444.962000012397766
"Beardstown, IL","+40.0114479","-090.4252610",5637798.804999999701977
"Frankfort, IN","+40.2803555","-086.5255607",19388835.245000001043081
"Breese, IL","+38.6152429","-089.5243925",6068054.389999999664724
"Cumberland, MD--WV--PA","+39.6431681","-078.8062552",82769656.852000012993813
"Bellows Falls, VT--NH","+43.1314723","-072.4497638",6382940.411999999545515
"Walnut Ridge, AR","+36.0625960","-090.9680103",13385098.145999999716878
"Rolla, MO","+37.9468134","-091.7633108",30010072.116000000387430
"Fremont, NE","+41.4420284","-096.4972735",36510120.943999998271465
"New Castle, IN","+39.9150113","-085.3696080",19915357.653999999165535
"Portland, IN","+40.4311157","-084.9930518",10785486.189999999478459
"McComb, MS","+31.2528761","-090.4561057",34096070.217000000178814
"North Vernon, IN","+39.0062788","-085.6305211",13270706.645999999716878
"Danville, KY","+37.6292840","-084.7782702",35396102.222000002861023
"Mountain Lake Park, MD","+39.4084508","-079.3882395",11369109.669999999925494
"Brattleboro, VT","+42.8587194","-072.5744440",15073100.803999999538064
"Dodge City, KS","+37.7586805","-100.0148808",28612162.618000000715256
"Berea, KY","+37.5835618","-084.2930193",29862721.649999998509884
"Gonzales, TX","+29.5118321","-097.4438268",11282957.370999999344349
"Richmond, KY","+37.7692251","-084.3115011",61553631.402999997138977
"Harrisonburg, VA","+38.4194211","-078.8867874",80748297.353000000119209
"Richmond, MO","+39.2725405","-093.9711184",11430445.429999999701977
"Little Rock, AR","+34.7569615","-092.3262756",701815769.120000004768372
"Lebanon, KY","+37.5659710","-085.2559957",12832235.180999999865890
"Bloomington, IN","+39.1660912","-086.5529071",111469725.408999994397163
"Crete, NE","+40.6247665","-096.9560776",6797166.487999999895692
"Vicksburg, MS--LA","+32.3211902","-090.8646850",63517723.027999997138977
"Buffalo, NY","+42.9310992","-078.8120602",889842450.825999975204468
"Silver Creek, NY","+42.5411553","-079.1689949",6382151.470999999903142
"Tell City, IN--KY","+37.9342532","-086.7544819",13123662.612000001594424
"Ripley, TN","+35.7460815","-089.5341069",19343763.846000000834465
"Oelwein, IA","+42.6651772","-091.9128814",12746324.832000000402331
"Portsmouth, OH--KY","+38.7324820","-082.9097916",56925833.145000003278255
"Huntington, WV--KY--OH","+38.4490324","-082.3633521",360898867.593999981880188
"Belding, MI","+43.0964704","-085.2341036",7684949.305999999865890
"Russellville, KY","+36.8447887","-086.8920163",17407061.219000000506639
"Kalamazoo, MI","+42.2473993","-085.5924002",298181662.093999981880188
"Battle Creek, MI","+42.3131312","-085.2025195",126737371.496999993920326
"Rochester, IN","+41.0596587","-086.2011617",16066642.198000000789762
"Morgan City, LA","+29.6903916","-091.2161921",53443059.546999998390675
"Du Quoin, IL","+38.0044123","-089.2343008",10570160.577999999746680
"Augusta, KS","+37.6943817","-096.9731864",10319630.313999999314547
"Waterloo, IA","+42.4953291","-092.3784349",170758285.148000001907349
"Falls City, NE","+40.0622078","-095.5990134",8695831.722999999299645
"Seward, NE","+40.9142617","-097.0930221",8972276.248999999836087
"Oakdale, LA","+30.8165493","-092.6587528",12361290.185000002384186
"Holland, MI","+42.8003652","-086.1015470",176584803.270000010728836
"Allegan, MI","+42.5362823","-085.8508983",20093449.559000000357628
"South Haven, MI","+42.4080417","-086.2674290",24586127.815000001341105
"Coldwater, MI","+41.9388892","-085.0064176",28481377.539000000804663
