"city","model","aic","r2","dev_expl","built_estimate","built_std_error","built_p_value","mean_h_estimate","mean_h_std_error","mean_h_p_value","ndvi_estimate","ndvi_std_error","ndvi_p_value","weight","weight_normalized"
"Evansville, IN","Model2",36046.3840806451,0.42678157789847,0.374096628600722,-0.153232636989063,0.0792955545984314,0.0533537674099921,0.0295333869605929,0.0183771001776748,0.108089946371115,NA,NA,NA,0.202843594222197,0.0836459469734144
"Evansville, IN","Model3",36048.0894370518,0.425979329242792,0.373721144123683,NA,NA,NA,0.0381595349193409,0.0179175757719456,0.0332344081680138,NA,NA,NA,0.0864664957838801,0.0356559049796404
"Evansville, IN","Model4",36051.4740124833,0.42449261971115,0.373372349480686,NA,NA,NA,NA,NA,NA,-0.28536880134523,0.200923693961362,0.155576351960887,0.0159182984140478,0.00656417645405105
"Evansville, IN","Model5",36048.5116189104,0.425137092016204,0.373868430255857,NA,NA,NA,0.0370376592881631,0.018001360325226,0.0396816179204968,-0.265802352656375,0.201641273158726,0.187488508700122,0.0700119595137164,0.0288706018814387
"Evansville, IN","Model6",36043.1934405077,0.425448283104693,0.374406460338022,-0.269569841912657,0.0842742502155526,0.00138749681108509,NA,NA,NA,-0.558829950187575,0.218755409975894,0.0106556036741297,1,0.41236671680047
"Evansville, IN","Model7",36043.3267980599,0.425584943147925,0.374589163005355,-0.240983266262348,0.0879149092614554,0.00614141849491741,0.0220646620360214,0.0187691571579877,0.239808627378306,-0.516308477398642,0.223187650357848,0.0207373990084494,0.935495656626976,0.385767272504366
"Exeter, NH","Model1",2273.85939742792,0.399239437483386,0.412523558363528,-1.85512469463538,3.26410504569684,0.570128411884032,NA,NA,NA,NA,NA,NA,0.380946950886539,0.118419463177756
"Exeter, NH","Model2",2275.28215709842,0.397975304004141,0.412821693410195,-1.65720541491143,3.27690747292901,0.613335976344384,-0.0278262635096528,0.084708943798667,0.742714723066059,NA,NA,NA,0.187032106319218,0.0581399629942791
"Exeter, NH","Model3",2273.44695454815,0.398665794652494,0.413214514450937,NA,NA,NA,-0.0347244761347441,0.0845194741205327,0.681409750249718,NA,NA,NA,0.468193451680365,0.145540519703077
"Exeter, NH","Model4",2271.92920712779,0.400807987029302,0.415053353036358,NA,NA,NA,NA,NA,NA,1.96192381500141,1.18309717153172,0.0980567402342746,1,0.31085552175223
"Exeter, NH","Model5",2273.21999484658,0.398434741188786,0.415453756367168,NA,NA,NA,-0.0658141612442921,0.0847699126080867,0.437989558890739,2.18343202214765,1.19583614178141,0.068631892095108,0.524455939523095,0.163030024716508
"Exeter, NH","Model6",2273.63935940773,0.400342494457731,0.414818403499637,-1.79012682436838,3.24789534005923,0.58183459789744,NA,NA,NA,1.95049195094874,1.1841125219759,0.100314871978447,0.425250811264064,0.13219156281105
"Exeter, NH","Model7",2274.85945563351,0.398346875769084,0.41543728893019,-1.37398904881639,3.25662302452054,0.673325420737902,-0.0592805922216761,0.0851177603347387,0.486558408349955,2.15236027345302,1.19844352557324,0.073272216254762,0.231049281158808,0.0718229448450989
"Fayetteville--Springdale--Rogers, AR--MO","Model1",32728.8587731357,0.325289712713488,0.242062321375754,0.507767214859316,0.0799723905272109,2.3392565619275e-10,NA,NA,NA,NA,NA,NA,6.84903193224983e-13,4.08449318931038e-13
"Fayetteville--Springdale--Rogers, AR--MO","Model2",32730.0574021933,0.325509551309544,0.242189490617122,0.504404095988951,0.0801908328993551,3.42238601062507e-10,-0.00779738637445797,0.0149745422453082,0.602590423905639,NA,NA,NA,3.76140587238743e-13,2.24315448080438e-13
"Fayetteville--Springdale--Rogers, AR--MO","Model3",32753.3394594833,0.324130470087439,0.238971124215722,NA,NA,NA,-0.0182834248999117,0.0150421553088802,0.22423635212125,NA,NA,NA,3.30914421200408e-18,1.97344341946098e-18
"Fayetteville--Springdale--Rogers, AR--MO","Model4",32737.5136445258,0.324717963825598,0.241109407823317,NA,NA,NA,NA,NA,NA,0.857752746631257,0.179033066322534,1.70350429797272e-06,9.04165117187023e-15,5.39208504164367e-15
"Fayetteville--Springdale--Rogers, AR--MO","Model5",32736.0348094865,0.325152826430836,0.241634404036375,NA,NA,NA,-0.023615262865739,0.0151346451798101,0.118736834928745,0.879751015421939,0.179495124070065,9.80013961787529e-07,1.89396825944957e-14,1.12948815730673e-14
"Fayetteville--Springdale--Rogers, AR--MO","Model6",32672.839775355,0.332337577388937,0.249859356871627,0.87773886901915,0.0950901179478951,3.77777538882294e-20,NA,NA,NA,1.77753250599551,0.211418383647605,5.29072687602186e-17,1,0.596360657931502
"Fayetteville--Springdale--Rogers, AR--MO","Model7",32673.6204230614,0.332400339414627,0.250037087406701,0.874105369385622,0.0954552983201581,7.39755611340585e-20,-0.0116761813450254,0.0151510643356413,0.440947480774115,1.78441915211803,0.211872952276401,4.68420137018118e-17,0.67683764295902,0.403639342067848
"Fenton, MI","Model1",4714.4830234778,0.320813974611784,0.37902839448235,-0.0518182609527861,0.205715151815913,0.801186677728799,NA,NA,NA,NA,NA,NA,0.00440374103164607,0.00166717891864165
"Fenton, MI","Model2",4716.37484186443,0.319570610159559,0.379019112145617,-0.047650543918982,0.210177965119254,0.820701752703134,0.00682094893935374,0.0512539279868549,0.89416162060468,NA,NA,NA,0.00171008866633523,0.000647409498659012
"Fenton, MI","Model3",4715.04632062999,0.319233511593002,0.378509388264072,NA,NA,NA,0.00881324252883811,0.0501601529148233,0.860571384943876,NA,NA,NA,0.00332279347755864,0.00125795118218272
"Fenton, MI","Model4",4703.88241482042,0.333674500841286,0.387256663986691,NA,NA,NA,NA,NA,NA,0.559041065788133,0.191355743198981,0.00357949045230061,0.88249995942851,0.334098966648675
"Fenton, MI","Model5",4705.6233887049,0.331834704496622,0.387362104124887,NA,NA,NA,0.023451573116311,0.0501689175916706,0.640300776117789,0.567336650263888,0.191877993035843,0.00319829382416282,0.369544734452456,0.139903138342327
"Fenton, MI","Model6",4703.63242174812,0.336390599585004,0.38914197516304,-0.175770765584563,0.209752957340818,0.402281329053389,NA,NA,NA,0.593215366934558,0.193976538735635,0.0022993667748925,1,0.37858241587346
"Fenton, MI","Model7",4705.56784531992,0.334482981130687,0.389082356167298,-0.163629420883388,0.214177125276926,0.445093017662993,0.0161334325563813,0.0512285090742445,0.752894615922546,0.596550646405281,0.19418944920047,0.0021967605209061,0.379951454438744,0.143842939536054
"Findlay, OH","Model1",4395.55573084504,0.412465200612091,0.354797502339638,-0.917616553818708,0.271980354483372,0.000780383697543223,NA,NA,NA,NA,NA,NA,1,0.359643500489843
"Findlay, OH","Model2",4397.19476890297,0.412021048552527,0.355079491667973,-0.973190275085516,0.287239739355058,0.00074160731959245,-0.0486068159338896,0.0692154419126897,0.482744659432473,NA,NA,NA,0.440643540326987,0.158474585311435
"Findlay, OH","Model3",4401.58484538712,0.409480599956051,0.352342385512929,NA,NA,NA,0.025693909514528,0.0678053962532454,0.704845606001549,NA,NA,NA,0.0490675543063159,0.0176468269911989
"Findlay, OH","Model4",4400.36606100941,0.410481080913399,0.35339236576081,NA,NA,NA,NA,NA,NA,-0.903292930952419,0.575288296908583,0.116812115213236,0.0902505956146584,0.032458040128149
"Findlay, OH","Model5",4401.85066621519,0.409578335763813,0.353460422357471,NA,NA,NA,0.0216787070747574,0.0684293825429004,0.751482995844461,-0.895915130505463,0.586457084339912,0.127027399018922,0.0429607794608275,0.0154505651090641
"Findlay, OH","Model6",4396.00203727686,0.413057119197487,0.356016910803856,-0.879026668392726,0.273133552389733,0.00134650911529197,NA,NA,NA,-0.676058078771781,0.561933218642559,0.229330248974899,0.799992268361932,0.287712019758495
"Findlay, OH","Model7",4397.61231884509,0.412879304347875,0.356324216390887,-0.935250234370665,0.287409896213773,0.00119014395398856,-0.0494476594054037,0.0700689876462194,0.480600341474062,-0.679585101716569,0.570868191920487,0.234260395282911,0.357616534253058,0.128614462211816
"Flint, MI","Model1",9614.38075398338,0.337333579308321,0.261832019890317,-0.766594972222462,0.172550926301192,9.50821615545522e-06,NA,NA,NA,NA,NA,NA,2.43716835964802e-08,2.21663221336418e-08
"Flint, MI","Model2",9599.21632401275,0.341603820730028,0.268894032329905,-0.838995191256981,0.171925407230034,1.16937400057381e-06,-0.134151031069919,0.0255172198127475,1.66432289945352e-07,NA,NA,NA,4.78409351249588e-05,4.35118720853428e-05
"Flint, MI","Model3",9620.35784569513,0.335290408361535,0.258090417378959,NA,NA,NA,-0.122896251170682,0.0255717291915367,1.68820237096555e-06,NA,NA,NA,1.22737297687083e-09,1.11630961709083e-09
"Flint, MI","Model4",9589.63383518252,0.335938416629101,0.271102675423039,NA,NA,NA,NA,NA,NA,1.45882334200595,0.170277838185592,2.49921345460707e-17,0.00576249645137946,0.00524105575757977
"Flint, MI","Model5",9586.90581939715,0.339660630172798,0.272995312670215,NA,NA,NA,-0.0720513103718878,0.0261398135895455,0.00591242133852849,1.31764745133698,0.178033448973958,2.19607727567856e-13,0.0225419650458511,0.0205021723982906
"Flint, MI","Model6",9584.60729946812,0.337482653995806,0.274403600909891,-0.45327239308643,0.173156101697079,0.0089377317671784,NA,NA,NA,1.35321748742278,0.175364553114626,2.11712742745156e-14,0.071139209154693,0.0647019160663641
"Flint, MI","Model7",9579.32106620958,0.342508370590717,0.277459231053066,-0.542790043399893,0.174562501546808,0.001908362623433,-0.0860177844573989,0.0263235114923363,0.00110774844784052,1.16276399880055,0.18451935304275,3.82402588753278e-10,1,0.909511320623048
"Florence, OR","Model1",4315.78225880939,0.330214668813329,0.27998750731022,0.184294171739993,0.466504803964474,0.692922275494146,NA,NA,NA,NA,NA,NA,0.653280592656216,0.202549870395152
"Florence, OR","Model2",4316.07330007493,0.330413505238697,0.280919508367297,0.183851115718875,0.472006983549407,0.697016272449355,-0.0652211699512322,0.110353222698055,0.554693927505456,NA,NA,NA,0.564808142114054,0.175118956952593
"Florence, OR","Model3",4314.93076172097,0.330733376212877,0.280415218303247,NA,NA,NA,-0.0652317431510519,0.109015356986483,0.549782389013898,NA,NA,NA,1,0.310050340806225
"Florence, OR","Model4",4317.33904237877,0.33030709458917,0.278105613987301,NA,NA,NA,NA,NA,NA,-0.397625333320688,0.358545099352453,0.267806528966068,0.299949746836145,0.0929995212312876
"Florence, OR","Model5",4317.21294396571,0.331013772002,0.279195328940307,NA,NA,NA,-0.0967676672717006,0.108941454771843,0.37470486537956,-0.476050895642328,0.37426448265538,0.203802184252342,0.319470250436752,0.0990518600253648
"Florence, OR","Model6",4318.1800391574,0.330180963696946,0.278902029901139,0.202235414136952,0.461903317079261,0.661642205428288,NA,NA,NA,-0.395599769267746,0.363727526200435,0.277128925407729,0.19698282865734,0.0610745931581826
"Florence, OR","Model7",4318.24391365372,0.330797769291855,0.279788355611682,0.206902357022221,0.465757221658536,0.657013271977992,-0.0973818274553655,0.110425238273099,0.378140270240294,-0.476993587700679,0.378888893369832,0.208470616940263,0.190791138230568,0.059154857431195
"Fond du Lac, WI","Model1",7090.81361608696,0.421393296873992,0.338063800674891,-7.21020719846835,10.5876478895504,0.496001836375335,NA,NA,NA,NA,NA,NA,0.254100740585754,0.0758417799039484
"Fond du Lac, WI","Model2",7089.57831905102,0.420778544525667,0.339824159830609,2.97021995421243,12.143631350455,0.806815208272825,-0.0729025870314574,0.0464864905533281,0.117086130513249,NA,NA,NA,0.471245562765558,0.140653278576007
"Fond du Lac, WI","Model3",7088.07356713873,0.421206644824592,0.33953941511927,NA,NA,NA,-0.0670582732525562,0.0405729747581705,0.0986370874352903,NA,NA,NA,1,0.298471306022634
"Fond du Lac, WI","Model4",7089.74275590604,0.421783054447283,0.3385812772729,NA,NA,NA,NA,NA,NA,-0.341419041214908,0.373194250741044,0.360451099753098,0.434050503709385,0.129551620721922
"Fond du Lac, WI","Model5",7088.81089194344,0.421072146988025,0.339963557608585,NA,NA,NA,-0.0686450335016653,0.0406086892874731,0.091211060697739,-0.367764701209081,0.373939420758476,0.325566168915922,0.691658873444843,0.206440327279226
"Fond du Lac, WI","Model6",7091.59433823984,0.42148894171314,0.338474310336939,-7.18529519222896,10.6055092146578,0.498215800731069,NA,NA,NA,-0.343844624914402,0.37272323846853,0.356443128540416,0.171978544615856,0.0513306608193663
"Fond du Lac, WI","Model7",7090.30688591012,0.420554544382565,0.340236684066965,3.24891442686095,12.1623480646649,0.789415938558581,-0.0751011965041557,0.046530368955683,0.106785436716855,-0.370069525741238,0.375579318969257,0.324661144940002,0.327371592194146,0.0977110266768959
"Fort Collins, CO","Model1",69399.5169493117,0.319029166020536,0.243381278538369,-1.02744714343715,0.0330812579845323,1.6956104144424e-204,NA,NA,NA,NA,NA,NA,0.386976030688875,0.161124752192026
"Fort Collins, CO","Model2",69397.6181642636,0.318165469367947,0.243587928477733,-1.03495906805138,0.0331637299838935,2.223722923219e-206,-0.0194105430729163,0.00863494204347814,0.0245985123290952,NA,NA,NA,1,0.416368817224157
"Fort Collins, CO","Model3",70203.5681369646,0.257541441144965,0.198765665753307,NA,NA,NA,0.0117337767161357,0.00902266998522707,0.193460064376145,NA,NA,NA,9.77658280385953e-176,4.07066421853702e-176
"Fort Collins, CO","Model4",70199.4654733083,0.259164210789805,0.19899455359158,NA,NA,NA,NA,NA,NA,-0.271947607552176,0.101165122964638,0.00719376168460379,7.6044739491098e-175,3.16626582380276e-175
"Fort Collins, CO","Model5",70201.0791193491,0.259503481604852,0.19901502926929,NA,NA,NA,0.00897027482427189,0.00909750104390506,0.324143619884863,-0.261022932428024,0.101909207955697,0.0104382416501502,3.39367610699975e-175,1.41302090671337e-175
"Fort Collins, CO","Model6",69399.7971852126,0.318703171651706,0.243476085312118,-1.03267621766505,0.033356167310251,2.99784591376896e-203,NA,NA,NA,0.119688087384048,0.0972855462903203,0.218615539623776,0.336381120533068,0.14005860929289
"Fort Collins, CO","Model7",69398.394319498,0.317908317842493,0.243655610545358,-1.03887252323851,0.0334091506750844,5.7857608617103e-205,-0.0184762279136627,0.00869108052075239,0.0335313591624754,0.0978472063548113,0.0979511136541303,0.317842380897148,0.678359688830559,0.282447821290927
"Fort Smith, AR--OK","Model1",4990.94680963318,0.439456061334942,0.382035101030309,-1.09624295932706,0.312514648555604,0.000474735020621496,NA,NA,NA,NA,NA,NA,0.000934202707848883,0.000453667081406056
"Fort Smith, AR--OK","Model2",4983.91204671557,0.452671264651489,0.387912423661324,-0.912658605929207,0.312094205215414,0.00354113929187235,0.149435807645609,0.0462418849757146,0.00127683009747954,NA,NA,NA,0.0314789675646961,0.015286801484054
"Fort Smith, AR--OK","Model3",4979.70651091751,0.451732549935904,0.391527336703214,NA,NA,NA,0.161719245173657,0.0465980650546502,0.00054483393913891,NA,NA,NA,0.257775106742228,0.125180626594585
"Fort Smith, AR--OK","Model4",4981.83124858026,0.445233538158633,0.391586839076462,NA,NA,NA,NA,NA,NA,-1.68715517286259,0.730040047888878,0.0210620580538628,0.0890963790178071,0.0432669418459818
"Fort Smith, AR--OK","Model5",4976.99517541053,0.454187109892697,0.39516712408491,NA,NA,NA,0.145089222581129,0.0474861905766625,0.00231582892632177,-1.12357398926763,0.72910102235894,0.12366871396778,1,0.485619531601102
"Fort Smith, AR--OK","Model6",4980.8866435486,0.448379491646854,0.390987469485596,-1.31944242361254,0.32682117185052,5.88268974763752e-05,NA,NA,NA,-2.24925289034565,0.711254533551096,0.00161874736390084,0.142882299360524,0.0693864352895461
"Fort Smith, AR--OK","Model7",4978.23847268961,0.457061108499669,0.393564943893096,-1.12374148667545,0.327267351952551,0.00062331637047212,0.120714827669467,0.0472785062092391,0.0108401312658889,-1.74599788408654,0.722058264192543,0.0158056065148919,0.537058291793658,0.260805996103325
"Fort Wayne, IN","Model1",11993.1622389455,0.246082963874594,0.232790360815891,-0.863618959101652,0.115667795080452,1.20954054069532e-13,NA,NA,NA,NA,NA,NA,0.000101215129306935,8.16303809149813e-05
"Fort Wayne, IN","Model2",11985.9884669325,0.242934390696766,0.235785486432591,-0.852141333908393,0.115758026650503,2.61621054595986e-13,-0.0972006240005607,0.0252848114782937,0.000124597084966627,NA,NA,NA,0.0036560340692849,0.0029486051715534
"Fort Wayne, IN","Model3",12034.5329470858,0.221192811467885,0.218090447188041,NA,NA,NA,-0.10449226152137,0.0255801036533987,4.57810955726245e-05,NA,NA,NA,1.05126040036208e-13,8.47845450675253e-14
"Fort Wayne, IN","Model4",12023.5080639664,0.229452261498899,0.222358177092661,NA,NA,NA,NA,NA,NA,1.34660500815688,0.295497885638693,5.4907446846653e-06,2.60455334352958e-11,2.10058202762321e-11
"Fort Wayne, IN","Model5",12020.5235179676,0.227558840812139,0.223861359408399,NA,NA,NA,-0.0794215528560697,0.0264391879214864,0.00269723637551064,1.17325369743458,0.304917162995811,0.000122819459543323,1.15829501089267e-10,9.34169264995569e-11
"Fort Wayne, IN","Model6",11977.6521838064,0.252360288795063,0.238954982531084,-0.831131270182343,0.115644269241785,9.22094465442738e-13,NA,NA,NA,1.21992627559072,0.291847370358443,3.03681158841341e-05,0.23616259633982,0.190466018559634
"Fort Wayne, IN","Model7",11974.7657143191,0.249813419868515,0.240463761730896,-0.826263676828697,0.115720264310703,1.286773154317e-12,-0.0747781643071664,0.0261222767153236,0.00424399718317106,1.05620322078123,0.301389170876153,0.000467324642699623,1,0.80650374577339
"Frankfort, MI","Model1",2986.56543907546,0.421571072781303,0.383950270042715,-1.4009800357388,0.591674545351115,0.0182961064093233,NA,NA,NA,NA,NA,NA,0.129605665783123,0.0708079887247856
"Frankfort, MI","Model2",2988.5061955356,0.418425271046747,0.381708298680233,-1.34066047560256,0.576842920676325,0.0205427365489046,-0.1815234210263,0.137406923125287,0.187121162655245,NA,NA,NA,0.0491127301158445,0.0268319569154129
"Frankfort, MI","Model3",2988.00979663586,0.421292894122462,0.387867819258269,NA,NA,NA,-0.186727534517747,0.148114298627556,0.208043477680723,NA,NA,NA,0.0629485496321587,0.034390936273219
"Frankfort, MI","Model4",2982.47892151835,0.426048544281036,0.396703844699371,NA,NA,NA,NA,NA,NA,-0.915323416837439,0.580762116444563,0.115684382542002,1,0.546334053352829
"Frankfort, MI","Model5",2984.46861462734,0.423481283789528,0.39421950499876,NA,NA,NA,-0.244610699446468,0.155726777441925,0.116911843919533,-1.04299893208289,0.564979718550565,0.0655111954017987,0.36978018129757,0.202023505297845
"Frankfort, MI","Model6",2986.29003452897,0.424266691583852,0.390985544022707,-1.18217174200273,0.663677145185541,0.0755192817040956,NA,NA,NA,-0.533384692739885,0.537851861670844,0.321857821721504,0.14873984507202,0.0812616424532685
"Frankfort, MI","Model7",2987.79187800816,0.421638023753201,0.389423024980396,-1.05651937243983,0.661896442430703,0.111117620148627,-0.217629774076752,0.153597567895868,0.157181059222176,-0.67771689663659,0.544349109444497,0.213751946835201,0.0701949965360729,0.0383499169826405
"Fraser, CO","Model1",1055.41272506259,0.400105574019317,0.388345153090855,-0.963939029660729,0.471286348020279,0.0421425333694286,NA,NA,NA,NA,NA,NA,1,0.260570941082793
"Fraser, CO","Model2",1056.9099952219,0.397768589948109,0.388996528123438,-0.953344442135623,0.480884129463365,0.0488115212513079,0.0199609303546063,0.132772620263319,0.880650416860044,NA,NA,NA,0.473011735670232,0.123253113106798
"Fraser, CO","Model3",1058.52183461269,0.393353132045156,0.38407283016731,NA,NA,NA,0.0525541630088964,0.134570507540265,0.696562976677296,NA,NA,NA,0.21128343035783,0.0550543222835406
"Fraser, CO","Model4",1056.15583210769,0.399907014144566,0.393691963970076,NA,NA,NA,NA,NA,NA,3.58110655466187,2.57148501775416,0.165301925347103,0.689662092368237,0.17970590043752
"Fraser, CO","Model5",1057.25401742085,0.395802544816692,0.392283782531355,NA,NA,NA,0.0748331564252338,0.138186413124838,0.588749719486238,3.78058652741353,2.60113301991241,0.147695309760664,0.398261609578962,0.103775402405138
"Fraser, CO","Model6",1056.10837383062,0.403315486603918,0.394462863353552,-0.831160135928243,0.507223508890554,0.102883026895552,NA,NA,NA,1.93119174224908,2.66427259204092,0.469405594703181,0.706222889353075,0.18402116289294
"Fraser, CO","Model7",1057.46000528446,0.400259029990753,0.394378716381808,-0.798550224003055,0.523887296276898,0.129048410301943,0.0336273197359051,0.139176055743393,0.80932903223442,2.1244949723011,2.74085857278116,0.4392012458912,0.359284720706915,0.0936191577912696
"Freeland, WA","Model1",5499.31829944027,0.298636867964394,0.272426745189929,0.845443149014358,0.410294988715545,0.0396339951719189,NA,NA,NA,NA,NA,NA,1.45359433807755e-06,8.12352296128545e-07
"Freeland, WA","Model2",5501.10363140646,0.297735312450265,0.272583664326092,0.853217073090164,0.411985192558176,0.038647971596881,-0.00830870635203747,0.0967571878113236,0.931587735416783,NA,NA,NA,5.95337599571334e-07,3.32708963783558e-07
"Freeland, WA","Model3",5503.6250047371,0.295465573974527,0.267675812608127,NA,NA,NA,0.00449338125695012,0.0958466376047351,0.96261863147611,NA,NA,NA,1.68753989938433e-07,9.43094559577361e-08
"Freeland, WA","Model4",5477.47299706622,0.292784607595853,0.290887908912245,NA,NA,NA,NA,NA,NA,-1.29960803568919,0.236883438070467,5.35476324408115e-08,0.0805546028717639,0.0450185549657178
"Freeland, WA","Model5",5478.36644826654,0.294059350813639,0.291764858659717,NA,NA,NA,0.0686617214829827,0.0987181781845189,0.486903649052722,-1.33470981957399,0.240744838928526,3.898129724121e-08,0.0515323440773787,0.0287992440115788
"Freeland, WA","Model6",5472.43535701032,0.291116958038919,0.298646103257651,1.05917084470009,0.460373492758023,0.0216411781211341,NA,NA,NA,-1.38575081269707,0.24575933680386,2.30377708547206e-08,1,0.558857636445475
"Freeland, WA","Model7",5473.2746616303,0.292716248481333,0.299546040593946,1.06473225925352,0.462894745062547,0.0216708313490565,0.0671476072217286,0.0999930934146922,0.502062884789253,-1.4251770168323,0.250397241641295,1.71007379578997e-08,0.657275308149701,0.367323325206513
"Fremont, NE","Model1",16637.8000550073,0.0616804251857135,0.0660617593439915,-0.305903308189532,1.05987591403411,0.772889407214411,NA,NA,NA,NA,NA,NA,4.33991893533349e-06,4.04232620214578e-06
"Fremont, NE","Model2",16633.0936604483,0.063627262441354,0.0678940088540929,-2.08159299855326,1.33324189393065,0.118551012622261,-0.321643467651196,0.122123292075752,0.00848498958320955,NA,NA,NA,4.56522525126184e-05,4.25218303080014e-05
"Fremont, NE","Model3",16635.6242916778,0.0624329278024943,0.0669271525167534,NA,NA,NA,-0.195111160551543,0.0986609737136606,0.0480600224709501,NA,NA,NA,1.28807936062794e-05,1.19975442571473e-05
"Fremont, NE","Model4",16623.0240401118,0.0674405519381975,0.0710742466134879,NA,NA,NA,NA,NA,NA,-6.83153233825145,2.18142067102153,0.00175366360566996,0.0070154007408694,0.00653434745116735
"Fremont, NE","Model5",16619.180626405,0.0683699664448298,0.0728791597832207,NA,NA,NA,-0.267016878055386,0.114021950665625,0.01925167391972,-7.73221832002318,2.29022415382733,0.000743723843511055,0.0479335027763357,0.0446466528800543
"Fremont, NE","Model6",16621.0731368969,0.0688292787541376,0.0721011820822514,-1.48144946506855,1.34082620444637,0.269295184217664,NA,NA,NA,-8.05362702924053,2.34286456649784,0.000594545991664732,0.0186074017596497,0.0173314729624335
"Fremont, NE","Model7",16613.1047452302,0.0707681963849942,0.0747839000041742,-4.41308030344869,1.62869633190917,0.00677266268027506,-0.502258010304889,0.136827726595343,0.000245791970212883,-10.0615928934862,2.41313463886085,3.133232366435e-05,1,0.931428965005577
"Galveston--Texas City, TX","Model1",26574.1329766678,0.231324879576288,0.26769694098712,-0.974212603764396,0.103612871185309,8.02291154434876e-21,NA,NA,NA,NA,NA,NA,0.00066742585946563,0.000545944361994778
"Galveston--Texas City, TX","Model2",26573.1736578586,0.232034065989656,0.26812118262897,-0.943075278844889,0.105506065824779,5.51025289758242e-19,0.0109782465682533,0.00704893923346698,0.11943336999615,NA,NA,NA,0.00107824253985292,0.000881986256821004
"Galveston--Texas City, TX","Model3",26666.6948905646,0.226826152623221,0.254281665885998,NA,NA,NA,0.0230519801852737,0.00704174543748681,0.00106927474761576,NA,NA,NA,5.30687440477105e-24,4.34094382171351e-24
"Galveston--Texas City, TX","Model4",26668.8884172406,0.229619813345121,0.253937554725707,NA,NA,NA,NA,NA,NA,0.396769638187149,0.122959806152795,0.001260075776719,1.77223187687041e-24,1.44965914581056e-24
"Galveston--Texas City, TX","Model5",26655.3906174113,0.230639434031362,0.256156777493783,NA,NA,NA,0.0259800528146627,0.0070556299257595,0.000233780255832103,0.44936796638097,0.12367293823078,0.000282486868117374,1.51192600081886e-21,1.23673283585572e-21
"Galveston--Texas City, TX","Model6",26562.5300745056,0.234388460953306,0.26963558478111,-0.984473783644632,0.103411612451429,2.66116123876895e-21,NA,NA,NA,0.429142557449779,0.121543557399224,0.000418215804494004,0.220770591365652,0.180587038906211
"Galveston--Texas City, TX","Model7",26559.5088121762,0.235369593019733,0.270353977646387,-0.945797238986529,0.105299538854516,3.74225430742776e-19,0.0142494840945809,0.0070749360823893,0.0440565373090664,0.459970201613125,0.122544697730315,0.00017643899946101,1,0.817985030474973
"Geneva, NY","Model1",7293.16311379235,0.238393214578419,0.196634080915359,-0.228728490610489,0.219096846175392,0.296704258013147,NA,NA,NA,NA,NA,NA,0.0136715762499807,0.00605489747912439
"Geneva, NY","Model2",7290.9403192358,0.244322823891312,0.203864095122114,-0.0543308672317118,0.234387796948547,0.816731935504476,0.0303208921879695,0.030183348949296,0.315304131095671,NA,NA,NA,0.0415424680128773,0.0183984187520536
"Geneva, NY","Model3",7284.57824113705,0.245705728134507,0.20483408674407,NA,NA,NA,0.0317542883361971,0.0305339104241385,0.298555273266078,NA,NA,NA,1,0.442882178939165
"Geneva, NY","Model4",7286.81740094861,0.243710443276481,0.20217267111994,NA,NA,NA,NA,NA,NA,0.0355218983653542,0.408459684102601,0.930712814347501,0.326416891673529,0.144564224226922
"Geneva, NY","Model5",7284.99263066543,0.246163308091178,0.205899321800748,NA,NA,NA,0.0364725274172447,0.0321151045686867,0.256307153637177,0.158788806967435,0.444712959667284,0.721107705540662,0.812861318292577,0.360001791820778
"Geneva, NY","Model6",7294.78169464039,0.239671022947638,0.198414851628771,-0.179966904542818,0.223907208113361,0.421689661750941,NA,NA,NA,0.0368281376285305,0.383911645328152,0.92359252229398,0.00608622808222018,0.0026954819545744
"Geneva, NY","Model7",7290.29511359077,0.246521942564895,0.206862404288265,0.0219114286666838,0.240576806479153,0.927444613932587,0.0381544165978213,0.0325589578432861,0.241477848813678,0.161865888649858,0.451696208318525,0.720140929875275,0.057358385673208,0.0254030068273833
"Glens Falls, NY","Model1",4320.14398097978,0.233409421909338,0.218059620447896,1.81102436944159,1.09060367310429,0.097209763984046,NA,NA,NA,NA,NA,NA,0.179235049938458,0.0581769815465588
"Glens Falls, NY","Model2",4317.52205300408,0.237820960417725,0.22109661139503,2.0938321187292,1.10524260030105,0.0585420420206279,-0.11454446254721,0.0473547744091794,0.0158020017740837,NA,NA,NA,0.664916893349069,0.215821949153617
"Glens Falls, NY","Model3",4320.74918173378,0.225204322707632,0.215790294370383,NA,NA,NA,-0.102508369446908,0.0468126603011429,0.0288430600093177,NA,NA,NA,0.13243575972475,0.0429866410183542
"Glens Falls, NY","Model4",4319.72395482765,0.232401228908174,0.213158739746229,NA,NA,NA,NA,NA,NA,1.15760614189196,0.339453580654042,0.000683074779650953,0.221121240061337,0.071772604225667
"Glens Falls, NY","Model5",4317.7069447349,0.232994945759983,0.214545630047758,NA,NA,NA,-0.108539905250094,0.0450521513151027,0.016221829869066,1.19073741220089,0.334552056138904,0.000394872014930978,0.606203776885564,0.196764561135977
"Glens Falls, NY","Model6",4319.2737334028,0.236725362761734,0.216042634982426,1.16188143717029,1.10988491412319,0.295499617612084,NA,NA,NA,1.06732422284463,0.349532005185649,0.00233954617654846,0.27694581160656,0.0898924143283566
