"city","model","aic","r2","dev_expl","built_estimate","built_std_error","built_p_value","mean_h_estimate","mean_h_std_error","mean_h_p_value","weight_normalized"
"Benton Harbor--Lincoln--St. Joseph, MI","Model7",10848.4916542759,0.237474707115029,0.198126478456722,-0.37381314062278,0.156314113492287,0.0168812212615236,-0.0570946741221679,0.0200778740278398,0.00450817121169215,0.75404959166563
"Billings, MT","Model6",11338.588771866,0.546999388847281,0.51030593176419,-0.378146037091205,0.121708995534493,0.00191599951743592,NA,NA,NA,0.3679832985614
"Binghamton, NY","Model1",29518.8587221603,0.361852972818522,0.266942584745963,-0.553418099765544,0.0690746754337601,1.3745605957449e-15,NA,NA,NA,0.490059328219629
"Birch Bay, WA","Model6",2574.41717346784,0.272800155812034,0.300293822540872,0.848914280694841,0.34527536870984,0.0143687494384467,NA,NA,NA,0.635643241591427
"Blacksburg--Christiansburg, VA","Model5",23851.6802931485,0.300385801269667,0.213978181212128,NA,NA,NA,-0.073566273265168,0.0152728131290587,1.51116254646502e-06,0.569890482201476
"Bloomington, IN","Model6",22139.466585803,0.296056146313074,0.238268818426373,-0.517454507542118,0.144564570162243,0.000348850322185206,NA,NA,NA,0.679880126264536
"Bloomington--Normal, IL","Model5",8107.45418185478,0.35945031966845,0.309965471605627,NA,NA,NA,-0.0478068721962979,0.0183079732005692,0.00911570908718999,0.645368190698806
"Boise City, ID","Model4",44829.5857511542,0.257928490937763,0.217305461144722,NA,NA,NA,NA,NA,NA,0.405950782957733
"Boothbay Harbor, ME","Model4",6860.83359603706,0.333247411314993,0.282041970673399,NA,NA,NA,NA,NA,NA,0.387735962942382
"Bozeman, MT","Model7",16186.4599132302,0.220473021988729,0.190838050245474,-1.1024481165348,0.118728347864258,3.02676224341972e-20,-0.0136049256678093,0.00663468332465182,0.0403962364046368,0.78600069298533
"Brattleboro, VT","Model3",7521.82754863978,0.39411586319218,0.354332306233504,NA,NA,NA,-0.103921686866987,0.0774255099002856,0.179729394415319,0.22080893438897
"Breckenridge, CO","Model1",1094.70391362973,0.30342940652563,0.316181347284735,-0.695985494262916,0.348122929978877,0.0468332715097788,NA,NA,NA,0.290586699899868
"Bremerton, WA","Model7",54551.3079286717,0.340407899051975,0.273867569087888,-0.220103691628409,0.0588837254748582,0.00018660891802639,-0.107616344745205,0.0149978519598898,7.73840284620608e-13,0.989988245930453
"Bridgeport--Stamford, CT--NY","Model7",145367.305561824,0.286051146072752,0.238641581251791,-0.762785632118602,0.0331804609645019,1.00840797738316e-115,0.0136882873950722,0.00492029176991857,0.00540651456576984,0.911964583219537
"Brunswick, ME","Model6",11600.5047174656,0.296715328473775,0.276310324219538,0.205979858747744,0.143304630338019,0.150767593477358,NA,NA,NA,0.408786819711173
"Buffalo, NY","Model6",91681.1966854501,0.290917878247109,0.235812907471785,-0.671990821513381,0.035225272245554,2.90084431231932e-80,NA,NA,NA,0.714299491346356
"Burlington, VT","Model7",49945.2802294897,0.318253941559253,0.259615936801705,-8.81947766288596,2.06136843320386,1.90049209115664e-05,-0.0175578187598901,0.0122133121500375,0.15058164041113,0.561121820183617
"Canandaigua, NY","Model1",13467.1597637274,0.359782452152125,0.339018218497099,-0.745209117418748,0.170557694469889,1.29994915274582e-05,NA,NA,NA,0.406484478030061
"Canton, OH","Model7",19176.3132650902,0.362730597705616,0.299322342439624,-0.498174357608791,0.0988383190549403,4.89748064612009e-07,0.0285337420981066,0.0203097979823738,0.160137418475389,0.574087096631734
"Cape Girardeau, MO--IL","Model1",5794.3808478161,0.500960132883984,0.534157550404731,-0.503705722802685,0.385094636856909,0.1911970294653,NA,NA,NA,0.257198192961433
"Carbondale, IL","Model5",6932.75280976849,0.309044990688513,0.314328954854291,NA,NA,NA,0.104803932938257,0.0593869646495568,0.0778679420905357,0.292008069527948
"Castle Rock, CO","Model6",2942.72922478108,0.444457229508408,0.441484706363552,-1.10906458876554,0.321692248849813,0.000611689276370715,NA,NA,NA,0.482897505406051
"Catskill, NY","Model4",7772.62283918476,0.353871264656006,0.308611337238315,NA,NA,NA,NA,NA,NA,0.188731251486545
"Cedar Rapids, IA","Model1",19060.2853809154,0.513515521058197,0.458835708051601,-0.885600626606891,0.121333325760775,3.6182990569832e-13,NA,NA,NA,0.515451059775579
"Centralia, WA","Model5",3570.23354668103,0.644424811601261,0.542727852892663,NA,NA,NA,0.0701661739126698,0.0613730001197726,0.253356832628508,0.404279504457366
"Champaign, IL","Model6",40114.5631924376,0.423708311914108,0.395275407397725,-0.312213314165319,0.0759502169035102,3.98715052008518e-05,NA,NA,NA,0.598473419650257
"Charleston, WV","Model2",13308.3778850252,0.28889180675488,0.240453032386736,-0.676574639584236,0.12725171783575,1.15861797004392e-07,0.0267837860964892,0.0193942892028249,0.167409684494543,0.390029475515675
"Cheyenne, WY","Model7",3799.59982727605,0.356202003713413,0.292355311430538,-3.70844319925913,1.21151986899891,0.0022812069815562,-0.198094448524589,0.0828922317284638,0.0170931007906556,0.439320541842232
"Chico, CA","Model5",15251.7659686487,0.397033264110055,0.413731379505473,NA,NA,NA,0.105426999411243,0.0465454701201058,0.0235889879638183,0.440105703432696
"College Station--Bryan, TX","Model6",41333.7277625124,0.330490647914843,0.311380663773637,-0.177897073086969,0.0817008249610965,0.0294803808459783,NA,NA,NA,0.511596913609092
"Colorado Springs, CO","Model2",76485.1776142811,0.434167729551747,0.350283233478322,-1.0799041648939,0.0508664884697286,1.95064535634147e-98,-0.0585305326596455,0.0109687288436067,9.64709747256598e-08,0.725964459006672
"Columbia, MO","Model5",53318.9514149251,0.335718861787981,0.250118863219189,NA,NA,NA,0.0687895597705259,0.0156299311880566,1.08949894752256e-05,0.729111468655157
"Concord, NH","Model1",8726.44352415618,0.370031368812345,0.306628861461241,-0.42827809982244,0.25202120185078,0.0894544284289611,NA,NA,NA,0.284075913509898
"Coos Bay, OR","Model5",2043.79817498936,0.447623379219569,0.496962298004661,NA,NA,NA,0.381637310535349,0.111064485392136,0.00066402989562546,0.893332595873653
"Corpus Christi, TX","Model7",40636.4484148106,0.241462504066251,0.241553879641711,-0.333706228870996,0.0833739648364248,6.33639573566658e-05,-0.0999632831160356,0.0106244148568655,6.79872298632973e-21,0.993171469400337
"Corvallis, OR","Model1",81018.9566061022,0.201734830617373,0.152609685355992,-1.10656846526968,0.0717423272778619,2.99395729626226e-53,NA,NA,NA,0.47661676899819
"Cumberland, MD--WV--PA","Model1",7234.13885821647,0.251347987454128,0.212421930073714,-1.10683926408241,0.202250262130069,5.36322737534091e-08,NA,NA,NA,0.51317088898815
"Danbury, CT--NY","Model7",26461.5564664384,0.357748315024611,0.291848552257204,0.682500187083787,0.15614416651135,1.2653269245608e-05,-0.1500408994127,0.0167906171224259,5.80832783929143e-19,0.834122508472422
"Davenport, IA--IL","Model3",14360.426010567,0.311239524149335,0.256393887531247,NA,NA,NA,-0.0211247327338233,0.0152652828327999,0.166531443793631,0.217913121512007
"Davis, CA","Model6",21885.4298507465,0.278979063672877,0.252780045811196,-0.62065229462549,0.179000131800283,0.000531319339356795,NA,NA,NA,0.718656572688
"Daytona Beach--Palm Coast--Port Orange, FL","Model7",36317.9231979023,0.585794585188649,0.419073098528582,-0.387429573089366,0.0618907762927339,4.10737040224835e-10,-0.0262545273622436,0.00656248374235941,6.38826811932157e-05,0.997552532694956
"DeKalb, IL","Model4",2383.19460142472,0.325796177104,0.275159018831193,NA,NA,NA,NA,NA,NA,0.381071158188401
"Decatur, IL","Model3",2114.93848642457,0.390234613180489,0.355757694997334,NA,NA,NA,0.141143484632061,0.0495224888750633,0.00463242217304941,0.342011180495538
"Denton--Lewisville, TX","Model6",20437.8540649827,0.306086090727786,0.270768617636866,-0.279846374315219,0.106408114554933,0.00857640109339912,NA,NA,NA,0.460697164210995
"Des Moines, IA","Model2",20209.0390649983,0.404173697439056,0.331896178508674,-0.430447815438597,0.104835148099305,4.11631323986849e-05,-0.0937440908567037,0.0135675270692015,5.73249524491777e-12,0.727629961459962
"Detroit Lakes, MN","Model2",4428.47534155092,0.216998045278266,0.205148230798318,69.3799591560884,29.7063843760518,0.019768153495469,-0.349750286073521,0.169390639928146,0.0392754001802096,0.486543658410225
"Dover--Rochester, NH--ME","Model6",25365.9751400977,0.318576024210519,0.266050243375643,-19.4841175445288,3.00609206262557,9.87162504205113e-11,NA,NA,NA,0.71039155945343
"Dubuque, IA--IL","Model1",3070.98679950206,0.202828636635729,0.194599420860372,37.841963439784,23.3334057129071,0.105421609556382,NA,NA,NA,0.274004196430703
"Duluth, MN--WI","Model7",34397.741352035,0.365984914790598,0.340135938904069,-3.59361148311337,1.23311243179389,0.00357779123727111,-0.061147214629093,0.00955716485277166,1.68616079635916e-10,0.871526799612093
"Durango, CO","Model3",6452.04941274542,0.335911412240808,0.253879795612285,NA,NA,NA,0.194503824919816,0.0893948463946744,0.029785434274682,0.294439336648752
"Durham, NH","Model1",2422.27382075537,0.248245542751562,0.262739220666939,-23.4714840000592,13.2370247081558,0.0768927378627501,NA,NA,NA,0.312997819291485
"East Hampton North--Springs--Northwest Harbor, NY","Model3",8003.01599129986,0.228582322765811,0.20081026177087,NA,NA,NA,0.0374238305122269,0.0279579529812482,0.180935861362134,0.201389133117869
